"Data","Produto","Quantidade","Custo","Valor","Cliente","Endereco","Pagamento","Modalidade","Total","Liquido"
2021-10-03,"Produto 10",3,7,32,"Cliente 6","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",96,75
2021-10-04,"Produto 9",1,22,7,"Cliente 2","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Retirada",7,-15
2021-10-05,"Produto 8",1,23,32,"Cliente 5","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Delivery",32,9
2021-10-06,"Produto 1",1,9,36,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",36,27
2021-10-07,"Produto 1",1,22,7,"Cliente 7","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",7,-15
2021-10-08,"Produto 4",1,23,39,"Cliente 7","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",39,16
2021-10-09,"Produto 5",1,5,1,"Cliente 7","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Retirada",1,-4
2021-10-10,"Produto 1",3,28,30,"Cliente 8","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",90,6
2021-10-11,"Produto 5",1,15,29,"Cliente 2","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",29,14
2021-10-12,"Produto 10",4,14,37,"Cliente 6","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Local",148,92
2021-10-13,"Produto 7",3,8,11,"Cliente 8","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Local",33,9
2021-10-14,"Produto 10",1,8,14,"Cliente 2","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",14,6
2021-10-15,"Produto 8",1,8,1,"Cliente 1","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Local",1,-7
2021-10-16,"Produto 8",4,25,39,"Cliente 2","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Local",156,56
2021-10-17,"Produto 4",1,5,29,"Cliente 7","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Delivery",29,24
2021-10-18,"Produto 6",2,7,37,"Cliente 10","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",74,60
2021-10-19,"Produto 5",2,7,11,"Cliente 3","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",22,8
2021-10-20,"Produto 6",4,25,29,"Cliente 6","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Delivery",116,16
2021-10-21,"Produto 4",3,5,7,"Cliente 1","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",21,6
2021-10-22,"Produto 6",1,15,36,"Cliente 1","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Delivery",36,21
2021-10-23,"Produto 6",2,28,32,"Cliente 6","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Delivery",64,8
2021-10-24,"Produto 3",1,15,29,"Cliente 4","Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",29,14
2021-10-25,"Produto 9",1,15,32,"Cliente 2","Pau Amarelo, Paulista - PE
, Brazil","Credito","Delivery",32,17
2021-10-26,"Produto 3",1,5,36,"Cliente 6","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",36,31
2021-10-27,"Produto 3",2,8,36,"Cliente 6","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Retirada",72,56
2021-10-28,"Produto 4",3,22,36,"Cliente 4","Pau Amarelo, Paulista - PE
, Brazil","Credito","Retirada",108,42
2021-10-29,"Produto 9",5,8,37,"Cliente 2","Pau Amarelo, Paulista - PE
, Brazil","Debito","Retirada",185,145
2021-10-30,"Produto 1",3,15,37,"Cliente 9","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Local",111,66
2021-10-31,"Produto 2",4,22,11,"Cliente 8","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Delivery",44,-44
2021-11-01,"Produto 4",4,14,29,"Cliente 4","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",116,60
2021-11-02,"Produto 2",4,5,14,"Cliente 5","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",56,36
2021-11-03,"Produto 7",1,14,30,"Cliente 3","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",30,16
2021-11-04,"Produto 7",2,22,7,"Cliente 10","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",14,-30
2021-11-05,"Produto 3",4,14,7,"Cliente 9","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Delivery",28,-28
2021-11-06,"Produto 7",1,8,39,"Cliente 10","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Delivery",39,31
2021-11-07,"Produto 6",2,9,7,"Cliente 4","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Retirada",14,-4
2021-11-08,"Produto 4",3,8,30,"Cliente 8","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",90,66
2021-11-09,"Produto 6",5,15,14,"Cliente 10","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Delivery",70,-5
2021-11-10,"Produto 10",3,28,1,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",3,-81
2021-11-11,"Produto 8",1,22,39,"Cliente 9","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Local",39,17
2021-11-12,"Produto 6",3,5,30,"Cliente 2","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",90,75
2021-11-13,"Produto 9",1,22,11,"Cliente 1","Pau Amarelo, Paulista - PE
, Brazil","Credito","Delivery",11,-11
2021-11-14,"Produto 10",2,9,29,"Cliente 8","Pau Amarelo, Paulista - PE
, Brazil","Credito","Retirada",58,40
2021-11-15,"Produto 5",1,5,14,"Cliente 8","Pau Amarelo, Paulista - PE
, Brazil","Credito","Delivery",14,9
2021-11-16,"Produto 4",2,7,30,"Cliente 1","Janga, Paulista - PE
, Brazil","Credito","Retirada",60,46
2021-11-17,"Produto 1",5,8,7,"Cliente 9","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",35,-5
2021-11-18,"Produto 2",1,15,11,"Cliente 9","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Retirada",11,-4
2021-11-19,"Produto 3",1,23,32,"Cliente 7","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Retirada",32,9
2021-11-20,"Produto 2",4,5,11,"Cliente 5","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",44,24
2021-11-21,"Produto 1",1,28,29,"Cliente 8","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Retirada",29,1
2021-11-22,"Produto 4",4,14,1,"Cliente 9","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Retirada",4,-52
2021-11-23,"Produto 10",3,28,36,"Cliente 6","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",108,24
2021-11-24,"Produto 9",3,23,1,"Cliente 3","Pau Amarelo, Paulista - PE
, Brazil","Debito","Retirada",3,-66
2021-11-25,"Produto 3",2,23,29,"Cliente 6","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",58,12
2021-11-26,"Produto 3",5,15,36,"Cliente 4","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",180,105
2021-11-27,"Produto 4",1,22,30,"Cliente 4","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Retirada",30,8
2021-11-28,"Produto 3",1,15,1,"Cliente 4","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Local",1,-14
2021-11-29,"Produto 2",3,14,1,"Cliente 8","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",3,-39
2021-11-30,"Produto 9",2,8,36,"Cliente 8","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",72,56
2021-12-01,"Produto 2",5,22,14,"Cliente 9","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",70,-40
2021-12-02,"Produto 6",2,22,37,"Cliente 2","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",74,30
2021-12-03,"Produto 1",1,28,1,"Cliente 6","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Delivery",1,-27
2021-12-04,"Produto 4",2,5,14,"Cliente 8","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",28,18
2021-12-05,"Produto 7",1,15,7,"Cliente 2","Pau Amarelo, Paulista - PE
, Brazil","Debito","Delivery",7,-8
2021-12-06,"Produto 3",2,14,11,"Cliente 1","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",22,-6
2021-12-07,"Produto 3",3,5,37,"Cliente 7","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Retirada",111,96
2021-12-08,"Produto 9",4,8,14,"Cliente 7","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Local",56,24
2021-12-09,"Produto 10",2,9,30,"Cliente 5","Janga, Paulista - PE
, Brazil","Dinheiro","Local",60,42
2021-12-10,"Produto 2",2,5,30,"Cliente 2","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",60,50
2021-12-11,"Produto 7",2,25,30,"Cliente 5","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Retirada",60,10
2021-12-12,"Produto 5",1,7,29,"Cliente 2","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",29,22
2021-12-13,"Produto 2",5,7,11,"Cliente 2","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",55,20
2021-12-14,"Produto 4",1,22,14,"Cliente 6","Janga, Paulista - PE
, Brazil","Credito","Local",14,-8
2021-12-15,"Produto 3",4,14,11,"Cliente 6","Janga, Paulista - PE
, Brazil","Debito","Local",44,-12
2021-12-16,"Produto 10",3,22,37,"Cliente 10","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",111,45
2021-12-17,"Produto 3",5,25,32,"Cliente 9","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",160,35
2021-12-18,"Produto 3",1,25,39,"Cliente 5","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Local",39,14
2021-12-19,"Produto 8",3,15,39,"Cliente 8","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",117,72
2021-12-20,"Produto 6",3,7,11,"Cliente 9","Pau Amarelo, Paulista - PE
, Brazil","Debito","Local",33,12
2021-12-21,"Produto 1",4,23,1,"Cliente 1","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Local",4,-88
2021-12-22,"Produto 3",3,14,29,"Cliente 6","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Retirada",87,45
2021-12-23,"Produto 2",3,7,30,"Cliente 8","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",90,69
2021-12-24,"Produto 2",1,8,1,"Cliente 6","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Retirada",1,-7
2021-12-25,"Produto 5",1,22,39,"Cliente 3","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Local",39,17
2021-12-26,"Produto 4",3,22,14,"Cliente 3","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Delivery",42,-24
2021-12-27,"Produto 5",4,28,39,"Cliente 4","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",156,44
2021-12-28,"Produto 9",1,23,11,"Cliente 4","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",11,-12
2021-12-29,"Produto 5",1,25,32,"Cliente 10","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",32,7
2021-12-30,"Produto 2",1,22,1,"Cliente 4","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",1,-21
2021-12-31,"Produto 6",5,15,29,"Cliente 2","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",145,70
2022-01-01,"Produto 10",3,9,36,"Cliente 7","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Delivery",108,81
2021-01-02,"Produto 8",1,22,30,"Cliente 2","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Local",30,8
2021-01-03,"Produto 2",5,8,11,"Cliente 6","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Retirada",55,15
2021-01-04,"Produto 8",1,14,32,"Cliente 1","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",32,18
2021-01-05,"Produto 3",3,9,29,"Cliente 7","Janga, Paulista - PE
, Brazil","Debito","Local",87,60
2021-01-06,"Produto 3",3,9,39,"Cliente 3","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",117,90
2021-01-07,"Produto 1",3,23,1,"Cliente 10","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Retirada",3,-66
2021-01-08,"Produto 1",3,28,1,"Cliente 8","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",3,-81
2021-01-09,"Produto 2",3,22,11,"Cliente 1","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",33,-33
2021-01-10,"Produto 7",5,28,30,"Cliente 6","Janga, Paulista - PE
, Brazil","Debito","Retirada",150,10
2021-01-11,"Produto 1",3,14,36,"Cliente 1","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",108,66
2021-01-12,"Produto 4",4,25,7,"Cliente 1","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",28,-72
2021-01-13,"Produto 5",3,14,30,"Cliente 1","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Retirada",90,48
2021-01-14,"Produto 2",4,9,1,"Cliente 2","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Delivery",4,-32
2021-01-15,"Produto 4",3,14,30,"Cliente 4","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Delivery",90,48
2021-01-16,"Produto 1",4,28,14,"Cliente 5","Janga, Paulista - PE
, Brazil","Debito","Delivery",56,-56
2021-01-17,"Produto 5",1,7,30,"Cliente 5","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Retirada",30,23
2021-01-18,"Produto 4",3,9,1,"Cliente 2","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Retirada",3,-24
2021-01-19,"Produto 4",2,8,11,"Cliente 3","Pau Amarelo, Paulista - PE
, Brazil","Debito","Delivery",22,6
2021-01-20,"Produto 4",5,14,1,"Cliente 1","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Delivery",5,-65
2021-01-21,"Produto 6",4,9,14,"Cliente 6","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Retirada",56,20
2021-01-22,"Produto 5",3,28,32,"Cliente 5","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Delivery",96,12
2021-01-23,"Produto 1",2,9,36,"Cliente 6","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Retirada",72,54
2021-01-24,"Produto 6",5,28,30,"Cliente 1","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Debito","Local",150,10
2021-01-25,"Produto 4",3,9,29,"Cliente 2","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Credito","Local",87,60
2021-01-26,"Produto 1",1,15,29,"Cliente 10","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Local",29,14
2021-01-27,"Produto 1",3,28,11,"Cliente 10","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",33,-51
2021-01-28,"Produto 8",1,5,39,"Cliente 5","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Local",39,34
2021-01-29,"Produto 2",5,28,30,"Cliente 4","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Retirada",150,10
2021-01-30,"Produto 5",1,28,29,"Cliente 2","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",29,1
2021-01-31,"Produto 8",4,7,11,"Cliente 8","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Delivery",44,16
2021-02-01,"Produto 6",1,14,39,"Cliente 10","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",39,25
2021-02-02,"Produto 4",2,7,1,"Cliente 1","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Local",2,-12
2021-02-03,"Produto 5",2,7,11,"Cliente 1","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",22,8
2021-02-04,"Produto 2",3,28,29,"Cliente 7","Janga, Paulista - PE
, Brazil","Credito","Local",87,3
2021-02-05,"Produto 9",3,15,14,"Cliente 7","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",42,-3
2021-02-06,"Produto 2",3,5,14,"Cliente 6","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",42,27
2021-02-07,"Produto 8",3,7,36,"Cliente 6","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Local",108,87
2021-02-08,"Produto 8",3,28,29,"Cliente 3","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",87,3
2021-02-09,"Produto 7",3,25,37,"Cliente 3","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Local",111,36
2021-02-10,"Produto 7",3,25,30,"Cliente 6","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",90,15
2021-02-11,"Produto 1",1,9,32,"Cliente 10","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Retirada",32,23
2021-02-12,"Produto 9",2,23,32,"Cliente 5","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",64,18
2021-02-13,"Produto 6",2,8,32,"Cliente 4","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Delivery",64,48
2021-02-14,"Produto 1",3,28,7,"Cliente 3","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Delivery",21,-63
2021-02-15,"Produto 8",3,14,11,"Cliente 5","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Local",33,-9
2021-02-16,"Produto 7",2,22,11,"Cliente 8","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Retirada",22,-22
2021-02-17,"Produto 9",2,7,39,"Cliente 5","Pau Amarelo, Paulista - PE
, Brazil","Credito","Retirada",78,64
2021-02-18,"Produto 1",5,7,1,"Cliente 6","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Retirada",5,-30
2021-02-19,"Produto 5",4,9,30,"Cliente 5","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Delivery",120,84
2021-02-20,"Produto 6",3,15,7,"Cliente 10","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",21,-24
2021-02-21,"Produto 2",3,15,14,"Cliente 9","Rua Aureliano Artur Soares Quintas, 51 - Janga, Paulista - PE
, Brazil","Credito","Delivery",42,-3
2021-02-22,"Produto 6",2,7,32,"Cliente 9","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Credito","Local",64,50
2021-02-23,"Produto 9",5,14,1,"Cliente 8","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",5,-65
2021-02-24,"Produto 4",4,14,1,"Cliente 5","Janga, Paulista - PE
, Brazil","Credito","Retirada",4,-52
2021-02-25,"Produto 3",4,28,14,"Cliente 2","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Retirada",56,-56
2021-02-26,"Produto 8",1,25,30,"Cliente 3","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",30,5
2021-02-27,"Produto 7",2,22,11,"Cliente 8","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Delivery",22,-22
2021-02-28,"Produto 9",3,5,30,"Cliente 8","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",90,75
2021-03-01,"Produto 10",2,28,1,"Cliente 8","Pau Amarelo, Paulista - PE
, Brazil","Credito","Local",2,-54
2021-03-02,"Produto 6",3,8,37,"Cliente 9","Janga, Paulista - PE
, Brazil","Debito","Retirada",111,87
2021-03-03,"Produto 5",1,25,36,"Cliente 5","Pau Amarelo, Paulista - PE
, Brazil","Debito","Local",36,11
2021-03-04,"Produto 3",3,22,7,"Cliente 7","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",21,-45
2021-03-05,"Produto 8",3,8,36,"Cliente 6","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",108,84
2021-03-06,"Produto 5",3,7,39,"Cliente 2","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Debito","Retirada",117,96
2021-03-07,"Produto 7",1,15,11,"Cliente 6","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Local",11,-4
2021-03-08,"Produto 2",5,5,32,"Cliente 9","Janga, Paulista - PE
, Brazil","Credito","Local",160,135
2021-03-09,"Produto 7",3,23,1,"Cliente 3","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",3,-66
2021-03-10,"Produto 8",2,5,37,"Cliente 9","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Delivery",74,64
2021-03-11,"Produto 8",1,5,32,"Cliente 1","Pau Amarelo, Paulista - PE
, Brazil","Credito","Delivery",32,27
2021-03-12,"Produto 4",2,7,30,"Cliente 9","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Retirada",60,46
2021-03-13,"Produto 1",3,23,37,"Cliente 8","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Debito","Delivery",111,42
2021-03-14,"Produto 10",1,14,11,"Cliente 10","Janga, Paulista - PE
, Brazil","Credito","Retirada",11,-3
2021-03-15,"Produto 10",1,5,37,"Cliente 2","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",37,32
2021-03-16,"Produto 9",3,25,1,"Cliente 6","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Retirada",3,-72
2021-03-17,"Produto 7",2,7,14,"Cliente 1","Nossa Senhora do Ó, Paulista - PE
, Brazil","Dinheiro","Retirada",28,14
2021-03-18,"Produto 6",4,5,30,"Cliente 6","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",120,100
2021-03-19,"Produto 10",1,9,32,"Cliente 1","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Local",32,23
2021-03-20,"Produto 2",5,28,29,"Cliente 9","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Retirada",145,5
2021-03-21,"Produto 7",3,25,7,"Cliente 5","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Local",21,-54
2021-03-22,"Produto 6",2,15,36,"Cliente 4","Rua Alagoinha, 870 - Janga, Paulista - PE
, Brazil","Dinheiro","Delivery",72,42
2021-03-23,"Produto 7",5,25,7,"Cliente 8","Nossa Senhora do Ó, Paulista - PE
, Brazil","Credito","Retirada",35,-90
2021-03-24,"Produto 5",1,28,11,"Cliente 6","Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",11,-17
2021-03-25,"Produto 5",5,23,32,"Cliente 7","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",160,45
2021-03-26,"Produto 5",5,14,30,"Cliente 1","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Retirada",150,80
2021-03-27,"Produto 8",2,22,30,"Cliente 7","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Delivery",60,16
2021-03-28,"Produto 1",5,8,29,"Cliente 10","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Debito","Retirada",145,105
2021-03-29,"Produto 4",3,5,29,"Cliente 10","Nossa Senhora da Conceição, Paulista - PE
, Brazil","Dinheiro","Retirada",87,72
2021-03-30,"Produto 4",3,15,32,"Cliente 2","Avenida Antônio Cabral de Souza, 1175 - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Delivery",96,51
2021-03-31,"Produto 2",1,8,7,"Cliente 1","Rua Amazonita - Nossa Senhora da Conceição, Paulista - PE
, Brazil","Credito","Local",7,-1
2021-04-01,"Produto 6",1,28,7,"Cliente 1","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Credito","Retirada",7,-21
2021-04-02,"Produto 10",1,14,11,"Cliente 8","Janga, Paulista - PE
, Brazil","Debito","Delivery",11,-3
2021-04-03,"Produto 4",1,9,36,"Cliente 2","Pau Amarelo, Paulista - PE
, Brazil","Dinheiro","Local",36,27
2021-04-04,"Produto 9",1,5,14,"Cliente 1","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Debito","Local",14,9
2021-04-05,"Produto 1",5,9,29,"Cliente 4","Nossa Senhora do Ó, Paulista - PE
, Brazil","Debito","Local",145,100
2021-04-06,"Produto 5",5,9,32,"Cliente 2","Janga, Paulista - PE
, Brazil","Dinheiro","Local",160,115
2021-04-07,"Produto 10",2,8,37,"Cliente 4","Rua Major Jener Tenório de Holanda - Vila Torres Galvao, Paulista - PE
, Brazil","Dinheiro","Local",74,58
2021-04-08,"Produto 5",1,5,7,"Cliente 2","Rua Solmar, 1591 - Janga, Paulista - PE
, Brazil","Dinheiro","Retirada",7,2
